Fecha;A¤o;Mes;Dia;Sucursal;Cantidad;;;;;;
10/01/2018;2018;1;10;1005;100;;;;;;
11/01/2018;2018;1;11;1001;65;;;;;;
11/01/2018;2018;1;11;1002;141;;;;;;
11/01/2018;2018;1;11;1003;73;;;;;;
11/01/2018;2018;1;11;1004;99;;;;;;
11/01/2018;2018;1;11;1005;67;;;;;;
12/01/2018;2018;1;12;1001;84;;;;;;
12/01/2018;2018;1;12;1002;159;;;;;;
12/01/2018;2018;1;12;1003;79;;;;;;
12/01/2018;2018;1;12;1004;117;;;;;;
12/01/2018;2018;1;12;1005;158;;;;;;
13/01/2018;2018;1;13;1001;142;;;;;;
13/01/2018;2018;1;13;1002;143;;;;;;
13/01/2018;2018;1;13;1003;171;;;;;;
13/01/2018;2018;1;13;1004;178;;;;;;
13/01/2018;2018;1;13;1005;139;;;;;;
14/01/2018;2018;1;14;1001;120;;;;;;
14/01/2018;2018;1;14;1002;93;;;;;;
14/01/2018;2018;1;14;1003;60;;;;;;
14/01/2018;2018;1;14;1004;101;;;;;;
14/01/2018;2018;1;14;1005;79;;;;;;
15/01/2018;2018;1;15;1001;147;;;;;;
15/01/2018;2018;1;15;1002;60;;;;;;
15/01/2018;2018;1;15;1003;100;;;;;;
15/01/2018;2018;1;15;1004;92;;;;;;
15/01/2018;2018;1;15;1005;145;;;;;;
16/01/2018;2018;1;16;1001;167;;;;;;
16/01/2018;2018;1;16;1002;180;;;;;;
16/01/2018;2018;1;16;1003;145;;;;;;
16/01/2018;2018;1;16;1004;67;;;;;;
16/01/2018;2018;1;16;1005;86;;;;;;
17/01/2018;2018;1;17;1001;72;;;;;;
17/01/2018;2018;1;17;1002;152;;;;;;
17/01/2018;2018;1;17;1003;76;;;;;;
17/01/2018;2018;1;17;1004;147;;;;;;
17/01/2018;2018;1;17;1005;100;;;;;;
18/01/2018;2018;1;18;1001;61;;;;;;
18/01/2018;2018;1;18;1002;129;;;;;;
18/01/2018;2018;1;18;1003;67;;;;;;
18/01/2018;2018;1;18;1004;70;;;;;;
18/01/2018;2018;1;18;1005;126;;;;;;
19/01/2018;2018;1;19;1001;175;;;;;;
19/01/2018;2018;1;19;1002;105;;;;;;
19/01/2018;2018;1;19;1003;82;;;;;;
19/01/2018;2018;1;19;1004;121;;;;;;
19/01/2018;2018;1;19;1005;121;;;;;;
20/01/2018;2018;1;20;1001;140;;;;;;
20/01/2018;2018;1;20;1002;106;;;;;;
20/01/2018;2018;1;20;1003;117;;;;;;
20/01/2018;2018;1;20;1004;174;;;;;;
20/01/2018;2018;1;20;1005;174;;;;;;
21/01/2018;2018;1;21;1001;154;;;;;;
21/01/2018;2018;1;21;1002;78;;;;;;
21/01/2018;2018;1;21;1003;131;;;;;;
21/01/2018;2018;1;21;1004;107;;;;;;
21/01/2018;2018;1;21;1005;56;;;;;;
22/01/2018;2018;1;22;1001;62;;;;;;
22/01/2018;2018;1;22;1002;150;;;;;;
22/01/2018;2018;1;22;1003;51;;;;;;
22/01/2018;2018;1;22;1004;56;;;;;;
22/01/2018;2018;1;22;1005;136;;;;;;
23/01/2018;2018;1;23;1001;171;;;;;;
23/01/2018;2018;1;23;1002;171;;;;;;
23/01/2018;2018;1;23;1003;180;;;;;;
23/01/2018;2018;1;23;1004;147;;;;;;
23/01/2018;2018;1;23;1005;97;;;;;;
24/01/2018;2018;1;24;1001;121;;;;;;
24/01/2018;2018;1;24;1002;159;;;;;;
24/01/2018;2018;1;24;1003;80;;;;;;
24/01/2018;2018;1;24;1004;64;;;;;;
24/01/2018;2018;1;24;1005;155;;;;;;
25/01/2018;2018;1;25;1001;73;;;;;;
25/01/2018;2018;1;25;1002;149;;;;;;
25/01/2018;2018;1;25;1003;145;;;;;;
25/01/2018;2018;1;25;1004;83;;;;;;
25/01/2018;2018;1;25;1005;132;;;;;;
26/01/2018;2018;1;26;1001;153;;;;;;
26/01/2018;2018;1;26;1002;151;;;;;;
26/01/2018;2018;1;26;1003;60;;;;;;
26/01/2018;2018;1;26;1004;126;;;;;;
26/01/2018;2018;1;26;1005;62;;;;;;
27/01/2018;2018;1;27;1001;95;;;;;;
27/01/2018;2018;1;27;1002;123;;;;;;
27/01/2018;2018;1;27;1003;170;;;;;;
27/01/2018;2018;1;27;1004;116;;;;;;
27/01/2018;2018;1;27;1005;155;;;;;;
28/01/2018;2018;1;28;1001;116;;;;;;
28/01/2018;2018;1;28;1002;113;;;;;;
28/01/2018;2018;1;28;1003;123;;;;;;
28/01/2018;2018;1;28;1004;79;;;;;;
28/01/2018;2018;1;28;1005;97;;;;;;
29/01/2018;2018;1;29;1001;134;;;;;;
29/01/2018;2018;1;29;1002;81;;;;;;
29/01/2018;2018;1;29;1003;169;;;;;;
29/01/2018;2018;1;29;1004;109;;;;;;
29/01/2018;2018;1;29;1005;69;;;;;;
30/01/2018;2018;1;30;1001;133;;;;;;
30/01/2018;2018;1;30;1002;51;;;;;;
30/01/2018;2018;1;30;1003;154;;;;;;
30/01/2018;2018;1;30;1004;172;;;;;;
30/01/2018;2018;1;30;1005;74;;;;;;
31/01/2018;2018;1;31;1001;137;;;;;;
31/01/2018;2018;1;31;1002;88;;;;;;
31/01/2018;2018;1;31;1003;150;;;;;;
31/01/2018;2018;1;31;1004;146;;;;;;
31/01/2018;2018;1;31;1005;172;;;;;;
1/02/2018;2018;2;1;1001;109;;;;;;
1/02/2018;2018;2;1;1002;67;;;;;;
1/02/2018;2018;2;1;1003;116;;;;;;
1/02/2018;2018;2;1;1004;136;;;;;;
1/02/2018;2018;2;1;1005;56;;;;;;
2/02/2018;2018;2;2;1001;98;;;;;;
2/02/2018;2018;2;2;1002;172;;;;;;
2/02/2018;2018;2;2;1003;119;;;;;;
2/02/2018;2018;2;2;1004;140;;;;;;
2/02/2018;2018;2;2;1005;164;;;;;;
3/02/2018;2018;2;3;1001;165;;;;;;
3/02/2018;2018;2;3;1002;69;;;;;;
3/02/2018;2018;2;3;1003;157;;;;;;
3/02/2018;2018;2;3;1004;68;;;;;;
3/02/2018;2018;2;3;1005;109;;;;;;
4/02/2018;2018;2;4;1001;180;;;;;;
4/02/2018;2018;2;4;1002;113;;;;;;
4/02/2018;2018;2;4;1003;64;;;;;;
4/02/2018;2018;2;4;1004;130;;;;;;
4/02/2018;2018;2;4;1005;166;;;;;;
5/02/2018;2018;2;5;1001;110;;;;;;
5/02/2018;2018;2;5;1002;102;;;;;;
5/02/2018;2018;2;5;1003;155;;;;;;
5/02/2018;2018;2;5;1004;94;;;;;;
5/02/2018;2018;2;5;1005;155;;;;;;
6/02/2018;2018;2;6;1001;87;;;;;;
6/02/2018;2018;2;6;1002;174;;;;;;
6/02/2018;2018;2;6;1003;91;;;;;;
6/02/2018;2018;2;6;1004;108;;;;;;
6/02/2018;2018;2;6;1005;92;;;;;;
7/02/2018;2018;2;7;1001;85;;;;;;
7/02/2018;2018;2;7;1002;122;;;;;;
7/02/2018;2018;2;7;1003;179;;;;;;
7/02/2018;2018;2;7;1004;71;;;;;;
7/02/2018;2018;2;7;1005;63;;;;;;
8/02/2018;2018;2;8;1001;127;;;;;;
8/02/2018;2018;2;8;1002;147;;;;;;
8/02/2018;2018;2;8;1003;118;;;;;;
8/02/2018;2018;2;8;1004;119;;;;;;
8/02/2018;2018;2;8;1005;81;;;;;;
9/02/2018;2018;2;9;1001;166;;;;;;
9/02/2018;2018;2;9;1002;117;;;;;;
9/02/2018;2018;2;9;1003;84;;;;;;
9/02/2018;2018;2;9;1004;76;;;;;;
9/02/2018;2018;2;9;1005;57;;;;;;
10/02/2018;2018;2;10;1001;176;;;;;;
10/02/2018;2018;2;10;1002;147;;;;;;
10/02/2018;2018;2;10;1003;132;;;;;;
10/02/2018;2018;2;10;1004;63;;;;;;
10/02/2018;2018;2;10;1005;179;;;;;;
11/02/2018;2018;2;11;1001;90;;;;;;
11/02/2018;2018;2;11;1002;141;;;;;;
11/02/2018;2018;2;11;1003;50;;;;;;
11/02/2018;2018;2;11;1004;60;;;;;;
11/02/2018;2018;2;11;1005;100;;;;;;
12/02/2018;2018;2;12;1001;102;;;;;;
12/02/2018;2018;2;12;1002;119;;;;;;
12/02/2018;2018;2;12;1003;142;;;;;;
12/02/2018;2018;2;12;1004;140;;;;;;
12/02/2018;2018;2;12;1005;147;;;;;;
13/02/2018;2018;2;13;1001;68;;;;;;
13/02/2018;2018;2;13;1002;86;;;;;;
13/02/2018;2018;2;13;1003;114;;;;;;
13/02/2018;2018;2;13;1004;81;;;;;;
13/02/2018;2018;2;13;1005;85;;;;;;
14/02/2018;2018;2;14;1001;111;;;;;;
14/02/2018;2018;2;14;1002;135;;;;;;
14/02/2018;2018;2;14;1003;78;;;;;;
14/02/2018;2018;2;14;1004;74;;;;;;
14/02/2018;2018;2;14;1005;50;;;;;;
15/02/2018;2018;2;15;1001;148;;;;;;
15/02/2018;2018;2;15;1002;124;;;;;;
15/02/2018;2018;2;15;1003;101;;;;;;
15/02/2018;2018;2;15;1004;90;;;;;;
15/02/2018;2018;2;15;1005;116;;;;;;
16/02/2018;2018;2;16;1001;113;;;;;;
16/02/2018;2018;2;16;1002;108;;;;;;
16/02/2018;2018;2;16;1003;127;;;;;;
16/02/2018;2018;2;16;1004;75;;;;;;
16/02/2018;2018;2;16;1005;65;;;;;;
17/02/2018;2018;2;17;1001;91;;;;;;
17/02/2018;2018;2;17;1002;86;;;;;;
17/02/2018;2018;2;17;1003;125;;;;;;
17/02/2018;2018;2;17;1004;52;;;;;;
17/02/2018;2018;2;17;1005;129;;;;;;
18/02/2018;2018;2;18;1001;65;;;;;;
18/02/2018;2018;2;18;1002;160;;;;;;
18/02/2018;2018;2;18;1003;117;;;;;;
18/02/2018;2018;2;18;1004;142;;;;;;
18/02/2018;2018;2;18;1005;77;;;;;;
19/02/2018;2018;2;19;1001;112;;;;;;
19/02/2018;2018;2;19;1002;70;;;;;;
19/02/2018;2018;2;19;1003;100;;;;;;
19/02/2018;2018;2;19;1004;127;;;;;;
19/02/2018;2018;2;19;1005;93;;;;;;
20/02/2018;2018;2;20;1001;81;;;;;;
20/02/2018;2018;2;20;1002;121;;;;;;
20/02/2018;2018;2;20;1003;169;;;;;;
20/02/2018;2018;2;20;1004;78;;;;;;
20/02/2018;2018;2;20;1005;63;;;;;;
21/02/2018;2018;2;21;1001;108;;;;;;
21/02/2018;2018;2;21;1002;58;;;;;;
21/02/2018;2018;2;21;1003;107;;;;;;
21/02/2018;2018;2;21;1004;172;;;;;;
21/02/2018;2018;2;21;1005;146;;;;;;
22/02/2018;2018;2;22;1001;77;;;;;;
22/02/2018;2018;2;22;1002;58;;;;;;
22/02/2018;2018;2;22;1003;125;;;;;;
22/02/2018;2018;2;22;1004;180;;;;;;
22/02/2018;2018;2;22;1005;106;;;;;;
23/02/2018;2018;2;23;1001;165;;;;;;
23/02/2018;2018;2;23;1002;111;;;;;;
23/02/2018;2018;2;23;1003;85;;;;;;
23/02/2018;2018;2;23;1004;176;;;;;;
23/02/2018;2018;2;23;1005;125;;;;;;
24/02/2018;2018;2;24;1001;66;;;;;;
24/02/2018;2018;2;24;1002;160;;;;;;
24/02/2018;2018;2;24;1003;109;;;;;;
24/02/2018;2018;2;24;1004;120;;;;;;
24/02/2018;2018;2;24;1005;138;;;;;;
25/02/2018;2018;2;25;1001;109;;;;;;
25/02/2018;2018;2;25;1002;163;;;;;;
25/02/2018;2018;2;25;1003;134;;;;;;
25/02/2018;2018;2;25;1004;145;;;;;;
25/02/2018;2018;2;25;1005;122;;;;;;
26/02/2018;2018;2;26;1001;58;;;;;;
26/02/2018;2018;2;26;1002;148;;;;;;
26/02/2018;2018;2;26;1003;52;;;;;;
26/02/2018;2018;2;26;1004;115;;;;;;
26/02/2018;2018;2;26;1005;165;;;;;;
27/02/2018;2018;2;27;1001;151;;;;;;
27/02/2018;2018;2;27;1002;86;;;;;;
27/02/2018;2018;2;27;1003;67;;;;;;
27/02/2018;2018;2;27;1004;123;;;;;;
27/02/2018;2018;2;27;1005;179;;;;;;
28/02/2018;2018;2;28;1001;88;;;;;;
28/02/2018;2018;2;28;1002;175;;;;;;
28/02/2018;2018;2;28;1003;103;;;;;;
28/02/2018;2018;2;28;1004;136;;;;;;
28/02/2018;2018;2;28;1005;61;;;;;;
1/03/2018;2018;3;1;1001;159;;;;;;
1/03/2018;2018;3;1;1002;70;;;;;;
1/03/2018;2018;3;1;1003;128;;;;;;
1/03/2018;2018;3;1;1004;50;;;;;;
1/03/2018;2018;3;1;1005;141;;;;;;
2/03/2018;2018;3;2;1001;124;;;;;;
2/03/2018;2018;3;2;1002;150;;;;;;
2/03/2018;2018;3;2;1003;180;;;;;;
2/03/2018;2018;3;2;1004;98;;;;;;
2/03/2018;2018;3;2;1005;156;;;;;;
3/03/2018;2018;3;3;1001;109;;;;;;
3/03/2018;2018;3;3;1002;146;;;;;;
3/03/2018;2018;3;3;1003;73;;;;;;
3/03/2018;2018;3;3;1004;128;;;;;;
3/03/2018;2018;3;3;1005;149;;;;;;
4/03/2018;2018;3;4;1001;174;;;;;;
4/03/2018;2018;3;4;1002;131;;;;;;
4/03/2018;2018;3;4;1003;134;;;;;;
4/03/2018;2018;3;4;1004;158;;;;;;
4/03/2018;2018;3;4;1005;145;;;;;;
5/03/2018;2018;3;5;1001;60;;;;;;
5/03/2018;2018;3;5;1002;149;;;;;;
5/03/2018;2018;3;5;1003;151;;;;;;
5/03/2018;2018;3;5;1004;84;;;;;;
5/03/2018;2018;3;5;1005;138;;;;;;
6/03/2018;2018;3;6;1001;110;;;;;;
6/03/2018;2018;3;6;1002;54;;;;;;
6/03/2018;2018;3;6;1003;146;;;;;;
6/03/2018;2018;3;6;1004;58;;;;;;
6/03/2018;2018;3;6;1005;117;;;;;;
7/03/2018;2018;3;7;1001;67;;;;;;
7/03/2018;2018;3;7;1002;161;;;;;;
7/03/2018;2018;3;7;1003;176;;;;;;
7/03/2018;2018;3;7;1004;167;;;;;;
7/03/2018;2018;3;7;1005;82;;;;;;
8/03/2018;2018;3;8;1001;111;;;;;;
8/03/2018;2018;3;8;1002;108;;;;;;
8/03/2018;2018;3;8;1003;52;;;;;;
8/03/2018;2018;3;8;1004;148;;;;;;
8/03/2018;2018;3;8;1005;169;;;;;;
9/03/2018;2018;3;9;1001;58;;;;;;
9/03/2018;2018;3;9;1002;70;;;;;;
9/03/2018;2018;3;9;1003;146;;;;;;
9/03/2018;2018;3;9;1004;99;;;;;;
9/03/2018;2018;3;9;1005;165;;;;;;
10/03/2018;2018;3;10;1001;117;;;;;;
10/03/2018;2018;3;10;1002;90;;;;;;
10/03/2018;2018;3;10;1003;176;;;;;;
10/03/2018;2018;3;10;1004;71;;;;;;
10/03/2018;2018;3;10;1005;51;;;;;;
11/03/2018;2018;3;11;1001;131;;;;;;
11/03/2018;2018;3;11;1002;149;;;;;;
11/03/2018;2018;3;11;1003;139;;;;;;
11/03/2018;2018;3;11;1004;172;;;;;;
11/03/2018;2018;3;11;1005;141;;;;;;
12/03/2018;2018;3;12;1001;74;;;;;;
12/03/2018;2018;3;12;1002;101;;;;;;
12/03/2018;2018;3;12;1003;73;;;;;;
12/03/2018;2018;3;12;1004;151;;;;;;
12/03/2018;2018;3;12;1005;144;;;;;;
13/03/2018;2018;3;13;1001;73;;;;;;
13/03/2018;2018;3;13;1002;138;;;;;;
13/03/2018;2018;3;13;1003;55;;;;;;
13/03/2018;2018;3;13;1004;96;;;;;;
13/03/2018;2018;3;13;1005;119;;;;;;
14/03/2018;2018;3;14;1001;86;;;;;;
14/03/2018;2018;3;14;1002;110;;;;;;
14/03/2018;2018;3;14;1003;54;;;;;;
14/03/2018;2018;3;14;1004;81;;;;;;
14/03/2018;2018;3;14;1005;95;;;;;;
15/03/2018;2018;3;15;1001;60;;;;;;
15/03/2018;2018;3;15;1002;155;;;;;;
15/03/2018;2018;3;15;1003;123;;;;;;
15/03/2018;2018;3;15;1004;175;;;;;;
15/03/2018;2018;3;15;1005;143;;;;;;
16/03/2018;2018;3;16;1001;64;;;;;;
16/03/2018;2018;3;16;1002;116;;;;;;
16/03/2018;2018;3;16;1003;76;;;;;;
16/03/2018;2018;3;16;1004;113;;;;;;
16/03/2018;2018;3;16;1005;166;;;;;;
17/03/2018;2018;3;17;1001;155;;;;;;
17/03/2018;2018;3;17;1002;64;;;;;;
17/03/2018;2018;3;17;1003;174;;;;;;
17/03/2018;2018;3;17;1004;155;;;;;;
17/03/2018;2018;3;17;1005;76;;;;;;
18/03/2018;2018;3;18;1001;89;;;;;;
18/03/2018;2018;3;18;1002;91;;;;;;
18/03/2018;2018;3;18;1003;161;;;;;;
18/03/2018;2018;3;18;1004;68;;;;;;
18/03/2018;2018;3;18;1005;159;;;;;;
19/03/2018;2018;3;19;1001;92;;;;;;
19/03/2018;2018;3;19;1002;154;;;;;;
19/03/2018;2018;3;19;1003;156;;;;;;
19/03/2018;2018;3;19;1004;98;;;;;;
19/03/2018;2018;3;19;1005;91;;;;;;
20/03/2018;2018;3;20;1001;109;;;;;;
20/03/2018;2018;3;20;1002;53;;;;;;
20/03/2018;2018;3;20;1003;73;;;;;;
20/03/2018;2018;3;20;1004;177;;;;;;
20/03/2018;2018;3;20;1005;69;;;;;;
21/03/2018;2018;3;21;1001;79;;;;;;
21/03/2018;2018;3;21;1002;124;;;;;;
21/03/2018;2018;3;21;1003;143;;;;;;
21/03/2018;2018;3;21;1004;64;;;;;;
21/03/2018;2018;3;21;1005;139;;;;;;
22/03/2018;2018;3;22;1001;108;;;;;;
22/03/2018;2018;3;22;1002;83;;;;;;
22/03/2018;2018;3;22;1003;57;;;;;;
22/03/2018;2018;3;22;1004;87;;;;;;
22/03/2018;2018;3;22;1005;80;;;;;;
23/03/2018;2018;3;23;1001;86;;;;;;
23/03/2018;2018;3;23;1002;91;;;;;;
23/03/2018;2018;3;23;1003;142;;;;;;
23/03/2018;2018;3;23;1004;164;;;;;;
23/03/2018;2018;3;23;1005;137;;;;;;
24/03/2018;2018;3;24;1001;76;;;;;;
24/03/2018;2018;3;24;1002;92;;;;;;
24/03/2018;2018;3;24;1003;56;;;;;;
24/03/2018;2018;3;24;1004;137;;;;;;
24/03/2018;2018;3;24;1005;125;;;;;;
25/03/2018;2018;3;25;1001;70;;;;;;
25/03/2018;2018;3;25;1002;132;;;;;;
25/03/2018;2018;3;25;1003;171;;;;;;
25/03/2018;2018;3;25;1004;94;;;;;;
25/03/2018;2018;3;25;1005;61;;;;;;
26/03/2018;2018;3;26;1001;162;;;;;;
26/03/2018;2018;3;26;1002;168;;;;;;
26/03/2018;2018;3;26;1003;50;;;;;;
26/03/2018;2018;3;26;1004;141;;;;;;
26/03/2018;2018;3;26;1005;69;;;;;;
27/03/2018;2018;3;27;1001;149;;;;;;
27/03/2018;2018;3;27;1002;126;;;;;;
27/03/2018;2018;3;27;1003;123;;;;;;
27/03/2018;2018;3;27;1004;148;;;;;;
27/03/2018;2018;3;27;1005;110;;;;;;
28/03/2018;2018;3;28;1001;136;;;;;;
28/03/2018;2018;3;28;1002;125;;;;;;
28/03/2018;2018;3;28;1003;125;;;;;;
28/03/2018;2018;3;28;1004;58;;;;;;
28/03/2018;2018;3;28;1005;144;;;;;;
29/03/2018;2018;3;29;1001;117;;;;;;
29/03/2018;2018;3;29;1002;86;;;;;;
29/03/2018;2018;3;29;1003;115;;;;;;
29/03/2018;2018;3;29;1004;101;;;;;;
29/03/2018;2018;3;29;1005;78;;;;;;
30/03/2018;2018;3;30;1001;140;;;;;;
30/03/2018;2018;3;30;1002;177;;;;;;
30/03/2018;2018;3;30;1003;160;;;;;;
30/03/2018;2018;3;30;1004;153;;;;;;
30/03/2018;2018;3;30;1005;85;;;;;;
31/03/2018;2018;3;31;1001;130;;;;;;
31/03/2018;2018;3;31;1002;105;;;;;;
31/03/2018;2018;3;31;1003;120;;;;;;
31/03/2018;2018;3;31;1004;71;;;;;;
31/03/2018;2018;3;31;1005;135;;;;;;
1/04/2018;2018;4;1;1001;91;;;;;;
1/04/2018;2018;4;1;1002;96;;;;;;
1/04/2018;2018;4;1;1003;89;;;;;;
1/04/2018;2018;4;1;1004;164;;;;;;
1/04/2018;2018;4;1;1005;175;;;;;;
2/04/2018;2018;4;2;1001;172;;;;;;
2/04/2018;2018;4;2;1002;137;;;;;;
2/04/2018;2018;4;2;1003;172;;;;;;
2/04/2018;2018;4;2;1004;104;;;;;;
2/04/2018;2018;4;2;1005;120;;;;;;
3/04/2018;2018;4;3;1001;55;;;;;;
3/04/2018;2018;4;3;1002;174;;;;;;
3/04/2018;2018;4;3;1003;100;;;;;;
3/04/2018;2018;4;3;1004;86;;;;;;
3/04/2018;2018;4;3;1005;94;;;;;;
4/04/2018;2018;4;4;1001;117;;;;;;
4/04/2018;2018;4;4;1002;149;;;;;;
4/04/2018;2018;4;4;1003;80;;;;;;
4/04/2018;2018;4;4;1004;160;;;;;;
4/04/2018;2018;4;4;1005;146;;;;;;
5/04/2018;2018;4;5;1001;112;;;;;;
5/04/2018;2018;4;5;1002;90;;;;;;
5/04/2018;2018;4;5;1003;123;;;;;;
5/04/2018;2018;4;5;1004;89;;;;;;
5/04/2018;2018;4;5;1005;129;;;;;;
6/04/2018;2018;4;6;1001;178;;;;;;
6/04/2018;2018;4;6;1002;106;;;;;;
6/04/2018;2018;4;6;1003;104;;;;;;
6/04/2018;2018;4;6;1004;101;;;;;;
6/04/2018;2018;4;6;1005;132;;;;;;
7/04/2018;2018;4;7;1001;156;;;;;;
7/04/2018;2018;4;7;1002;98;;;;;;
7/04/2018;2018;4;7;1003;93;;;;;;
7/04/2018;2018;4;7;1004;169;;;;;;
7/04/2018;2018;4;7;1005;104;;;;;;
8/04/2018;2018;4;8;1001;135;;;;;;
8/04/2018;2018;4;8;1002;151;;;;;;
8/04/2018;2018;4;8;1003;169;;;;;;
8/04/2018;2018;4;8;1004;69;;;;;;
8/04/2018;2018;4;8;1005;66;;;;;;
9/04/2018;2018;4;9;1001;162;;;;;;
9/04/2018;2018;4;9;1002;146;;;;;;
9/04/2018;2018;4;9;1003;180;;;;;;
9/04/2018;2018;4;9;1004;53;;;;;;
9/04/2018;2018;4;9;1005;175;;;;;;
10/04/2018;2018;4;10;1001;142;;;;;;
10/04/2018;2018;4;10;1002;161;;;;;;
10/04/2018;2018;4;10;1003;180;;;;;;
10/04/2018;2018;4;10;1004;116;;;;;;
10/04/2018;2018;4;10;1005;136;;;;;;
11/04/2018;2018;4;11;1001;146;;;;;;
11/04/2018;2018;4;11;1002;116;;;;;;
11/04/2018;2018;4;11;1003;135;;;;;;
11/04/2018;2018;4;11;1004;156;;;;;;
11/04/2018;2018;4;11;1005;128;;;;;;
12/04/2018;2018;4;12;1001;150;;;;;;
12/04/2018;2018;4;12;1002;108;;;;;;
12/04/2018;2018;4;12;1003;101;;;;;;
12/04/2018;2018;4;12;1004;145;;;;;;
12/04/2018;2018;4;12;1005;127;;;;;;
13/04/2018;2018;4;13;1001;58;;;;;;
13/04/2018;2018;4;13;1002;50;;;;;;
13/04/2018;2018;4;13;1003;159;;;;;;
13/04/2018;2018;4;13;1004;138;;;;;;
13/04/2018;2018;4;13;1005;178;;;;;;
14/04/2018;2018;4;14;1001;111;;;;;;
14/04/2018;2018;4;14;1002;103;;;;;;
14/04/2018;2018;4;14;1003;160;;;;;;
14/04/2018;2018;4;14;1004;134;;;;;;
14/04/2018;2018;4;14;1005;88;;;;;;
15/04/2018;2018;4;15;1001;100;;;;;;
15/04/2018;2018;4;15;1002;178;;;;;;
15/04/2018;2018;4;15;1003;115;;;;;;
15/04/2018;2018;4;15;1004;91;;;;;;
15/04/2018;2018;4;15;1005;128;;;;;;
16/04/2018;2018;4;16;1001;140;;;;;;
16/04/2018;2018;4;16;1002;146;;;;;;
16/04/2018;2018;4;16;1003;64;;;;;;
16/04/2018;2018;4;16;1004;165;;;;;;
16/04/2018;2018;4;16;1005;126;;;;;;
17/04/2018;2018;4;17;1001;152;;;;;;
17/04/2018;2018;4;17;1002;166;;;;;;
17/04/2018;2018;4;17;1003;179;;;;;;
17/04/2018;2018;4;17;1004;58;;;;;;
17/04/2018;2018;4;17;1005;102;;;;;;
18/04/2018;2018;4;18;1001;109;;;;;;
18/04/2018;2018;4;18;1002;134;;;;;;
18/04/2018;2018;4;18;1003;77;;;;;;
18/04/2018;2018;4;18;1004;141;;;;;;
18/04/2018;2018;4;18;1005;52;;;;;;
19/04/2018;2018;4;19;1001;134;;;;;;
19/04/2018;2018;4;19;1002;69;;;;;;
19/04/2018;2018;4;19;1003;166;;;;;;
19/04/2018;2018;4;19;1004;127;;;;;;
19/04/2018;2018;4;19;1005;58;;;;;;
20/04/2018;2018;4;20;1001;62;;;;;;
20/04/2018;2018;4;20;1002;126;;;;;;
20/04/2018;2018;4;20;1003;86;;;;;;
20/04/2018;2018;4;20;1004;134;;;;;;
20/04/2018;2018;4;20;1005;125;;;;;;
21/04/2018;2018;4;21;1001;160;;;;;;
21/04/2018;2018;4;21;1002;89;;;;;;
21/04/2018;2018;4;21;1003;52;;;;;;
21/04/2018;2018;4;21;1004;139;;;;;;
21/04/2018;2018;4;21;1005;79;;;;;;
22/04/2018;2018;4;22;1001;125;;;;;;
